-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
0.34,0.34,2.68,-0.00,0.00
4.46,4.46,10.96,1.71,1.73
6.00,6.00,10.57,2.62,2.06
6.63,6.63,8.93,4.04,1.73
5.71,5.71,8.16,3.54,0.63
7.79,7.79,7.37,5.49,0.86
6.67,6.67,6.79,5.58,0.57
6.97,6.97,7.56,5.56,0.52
7.73,7.73,7.97,4.93,1.21
9.11,9.11,7.06,3.43,1.62
11.87,11.87,5.08,4.57,2.78
11.54,11.54,5.88,4.87,2.47
12.29,12.29,5.89,5.39,2.58
11.40,11.40,6.15,4.55,2.16
12.38,12.38,9.53,8.38,3.07
13.22,13.22,9.91,9.50,4.34
12.08,12.08,11.10,6.64,3.36
10.20,10.20,10.88,6.43,1.74
7.83,7.83,10.85,4.89,1.41
8.83,8.83,8.72,7.11,1.62
12.62,12.62,6.46,10.90,2.78
10.48,10.48,3.62,9.32,1.57
11.47,11.47,7.85,9.11,2.51
13.59,13.59,10.75,9.28,3.02
16.24,16.24,14.80,11.39,4.44
13.57,13.57,14.07,9.32,4.39
12.17,12.17,11.86,10.85,5.32
15.70,15.70,9.46,13.38,5.93
17.31,17.31,10.60,11.44,5.93
11.35,11.35,6.52,6.36,4.25
14.39,14.39,8.49,7.76,4.79
13.04,13.04,3.93,6.61,3.36
11.66,11.66,5.37,3.55,2.67
15.03,15.03,10.69,6.99,3.83
12.32,12.32,9.22,7.24,2.39
15.12,15.12,11.09,10.15,4.11
19.46,19.46,11.73,15.25,7.79
19.67,19.67,13.42,15.85,8.51
14.10,14.10,6.98,13.05,4.92
15.73,15.73,10.13,12.49,5.80
12.57,12.57,7.29,6.81,3.82
16.20,16.20,14.14,8.07,6.10
15.81,15.81,14.85,8.86,5.90
16.40,16.40,15.53,8.90,6.24
13.71,13.71,13.02,6.48,3.64
17.42,17.42,10.56,11.38,7.41
17.38,17.38,13.97,10.48,8.23
15.93,15.93,14.64,8.82,5.51
18.77,18.77,12.97,13.19,7.00
16.63,16.63,11.41,9.04,6.69
20.58,20.58,17.12,15.06,8.48
13.62,13.62,11.78,10.64,3.98
20.19,20.19,14.77,15.35,9.17
18.82,18.82,17.40,14.20,7.63
20.84,20.84,19.34,14.03,10.27
24.57,24.57,22.47,16.39,12.18
23.19,23.19,19.88,15.82,11.27
22.39,22.39,19.01,15.84,10.83
23.67,23.67,16.33,15.53,10.68
23.53,23.53,16.20,16.19,13.09
24.05,24.05,20.13,15.98,12.57
25.43,25.43,20.83,17.03,13.46
22.68,22.68,20.69,12.76,10.41
22.95,22.95,19.53,16.24,12.13
24.29,24.29,20.94,16.31,13.58
23.90,23.90,21.54,17.54,14.27
26.76,26.76,25.59,17.22,14.34
26.08,26.08,23.70,16.40,13.12
27.88,27.88,20.42,21.27,15.88
21.35,21.35,15.69,20.33,10.86
27.27,27.27,24.51,23.08,15.28
26.22,26.22,22.15,22.94,13.04
24.62,24.62,17.73,14.37,11.92
28.15,28.15,25.49,20.50,15.42
26.84,26.84,27.08,18.61,14.46
27.33,27.33,26.68,20.40,17.35
27.77,27.77,25.86,24.16,14.98
27.79,27.79,23.92,20.02,16.85
28.34,28.34,22.66,15.83,13.58
29.40,29.40,20.96,19.17,14.54
31.46,31.46,24.89,26.47,18.67
25.26,25.26,20.68,22.08,14.95
31.25,31.25,25.44,20.86,18.52
33.48,33.48,28.45,26.98,22.55
29.78,29.78,20.68,22.94,17.52
33.90,33.90,30.85,27.13,21.95
33.95,33.95,28.82,25.57,21.18
