-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,0.03,2.72,2.98
1.39,1.39,2.45,10.12,11.29
9.42,9.42,8.36,19.51,18.85
10.16,10.16,18.20,26.26,32.03
14.88,14.88,26.89,44.31,59.61
9.66,9.66,30.18,45.81,77.01
14.84,14.84,27.17,40.88,77.62
21.77,21.77,30.16,44.98,77.54
24.71,24.71,34.82,45.81,77.79
27.02,27.02,41.33,44.99,75.64
24.79,24.79,42.99,45.59,74.59
24.88,24.88,46.33,45.09,73.75
24.48,24.48,41.67,42.38,76.22
24.24,24.24,45.45,47.16,74.36
25.23,25.23,47.31,43.32,74.30
25.74,25.74,44.64,43.36,75.07
24.48,24.48,42.91,40.42,73.59
24.41,24.41,43.71,44.52,73.76
23.98,23.98,42.20,44.76,72.71
25.54,25.54,40.99,40.83,69.67
27.01,27.01,56.73,36.42,69.43
25.66,25.66,61.91,44.14,74.63
25.40,25.40,56.19,41.11,75.38
25.92,25.92,48.86,42.38,74.16
27.06,27.06,47.71,47.71,73.74
26.32,26.32,48.48,48.73,71.49
26.73,26.73,47.66,52.13,74.18
27.16,27.16,45.69,41.82,71.77
28.09,28.09,46.72,43.25,71.51
27.77,27.77,48.03,49.48,71.26
27.37,27.37,48.33,49.28,73.04
26.73,26.73,48.21,45.56,71.90
27.85,27.85,44.63,41.74,71.94
29.06,29.06,42.98,46.88,72.07
28.28,28.28,46.28,42.26,70.85
26.55,26.55,45.36,40.30,69.80
25.39,25.39,54.87,40.74,68.04
27.01,27.01,61.59,41.21,71.83
25.36,25.36,60.40,30.14,74.31
26.79,26.79,53.76,40.55,71.54
31.05,31.05,49.48,44.94,72.78
32.82,32.82,52.88,50.88,71.18
34.54,34.54,51.86,46.77,72.19
33.98,33.98,51.84,49.46,73.21
32.53,32.53,45.19,47.60,70.89
34.97,34.97,50.07,53.49,70.49
34.21,34.21,51.54,55.49,71.99
33.29,33.29,49.76,51.27,69.97
32.96,32.96,46.56,44.99,69.77
33.29,33.29,47.01,48.43,71.40
31.81,31.81,45.29,47.71,70.84
28.61,28.61,41.81,45.87,69.55
26.55,26.55,49.50,41.91,67.25
25.36,25.36,54.55,39.96,67.56
22.27,22.27,61.71,46.45,74.99
22.28,22.28,54.95,42.98,75.69
23.71,23.71,50.62,45.82,76.85
22.48,22.48,51.62,50.01,77.01
23.15,23.15,56.19,49.24,75.45
22.94,22.94,52.24,50.47,74.54
24.90,24.90,49.36,42.96,74.05
26.27,26.27,50.58,49.93,73.34
26.02,26.02,47.66,51.48,75.15
26.79,26.79,50.91,50.18,74.93
27.12,27.12,47.45,46.69,72.81
30.90,30.90,42.95,44.09,72.54
33.40,33.40,42.88,45.52,72.80
29.58,29.58,45.06,44.19,73.78
26.69,26.69,46.21,41.48,73.68
25.90,25.90,57.35,38.88,72.95
26.60,26.60,61.45,37.28,73.42
22.50,22.50,57.73,31.93,75.56
24.39,24.39,55.12,40.50,74.93
28.70,28.70,45.91,46.80,77.07
28.47,28.47,52.31,52.24,76.38
31.94,31.94,50.76,51.71,74.25
33.31,33.31,43.87,47.09,72.86
33.32,33.32,45.86,51.18,75.60
32.78,32.78,47.38,51.70,77.37
34.45,34.45,48.85,52.09,76.42
35.22,35.22,51.27,45.95,75.13
34.96,34.96,49.90,48.99,76.34
35.22,35.22,48.16,53.15,77.29
34.11,34.11,42.92,45.71,75.18
32.28,32.28,41.87,45.43,73.33
27.58,27.58,43.55,39.47,73.46
31.20,31.20,53.69,47.94,74.63
28.59,28.59,54.98,48.75,78.09
26.32,26.32,52.15,47.50,75.50
30.92,30.92,43.13,44.18,77.38
35.62,35.62,42.20,50.85,79.80
35.04,35.04,41.61,51.16,79.59
33.03,33.03,41.46,51.19,77.81
32.15,32.15,41.53,50.93,79.10
32.08,32.08,47.91,45.71,78.62
35.07,35.07,46.60,51.74,76.82
33.52,33.52,47.49,42.78,77.17
35.76,35.76,45.02,42.10,76.46
36.14,36.14,38.67,50.27,76.13
34.98,34.98,39.56,41.97,74.91
36.49,36.49,40.36,41.40,73.43
29.04,29.04,38.96,36.55,73.37
23.63,23.63,45.56,41.73,73.60
25.39,25.39,57.41,46.83,75.93
25.28,25.28,54.83,40.81,75.50
