-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
0.34,0.34,0.70,-0.00,-0.00
5.22,5.22,9.45,2.09,1.48
13.83,13.83,19.64,7.71,9.51
27.44,27.44,47.36,25.67,22.88
25.40,25.40,50.44,31.27,28.82
22.32,22.32,48.03,26.33,34.77
18.79,18.79,44.44,16.18,34.84
20.49,20.49,41.13,20.66,31.63
25.51,25.51,38.18,12.21,25.34
22.01,22.01,33.96,11.35,23.45
23.62,23.62,32.14,14.42,20.63
22.08,22.08,30.40,13.23,16.35
18.62,18.62,28.93,8.95,13.76
15.75,15.75,26.35,19.07,11.93
14.71,14.71,23.50,16.42,9.39
13.82,13.82,23.38,8.61,7.17
13.86,13.86,23.07,7.41,7.46
14.35,14.35,20.73,4.11,5.48
16.35,16.35,22.16,0.52,5.40
13.60,13.60,18.52,3.61,2.52
11.45,11.45,16.64,1.67,1.38
11.38,11.38,13.94,0.97,1.00
9.79,9.79,13.46,2.82,0.42
11.01,11.01,12.42,3.35,0.41
8.55,8.55,13.44,4.68,0.82
11.02,11.02,15.42,6.10,6.15
15.88,15.88,24.55,7.37,17.38
20.53,20.53,40.99,20.59,28.57
22.05,22.05,50.76,32.98,36.95
21.19,21.19,49.98,26.77,35.88
19.38,19.38,44.15,26.23,32.45
21.67,21.67,38.70,21.12,27.62
21.78,21.78,35.86,18.44,23.70
23.18,23.18,34.70,17.53,21.37
23.86,23.86,31.80,21.03,18.66
21.87,21.87,29.93,14.15,14.64
19.03,19.03,27.96,16.98,14.08
17.41,17.41,26.64,13.40,13.39
15.21,15.21,24.28,12.58,11.75
16.28,16.28,25.34,10.66,11.07
16.18,16.18,22.46,4.86,9.05
13.82,13.82,18.60,4.88,6.45
12.76,12.76,18.04,5.20,5.37
10.36,10.36,16.14,6.50,4.07
9.45,9.45,13.22,3.66,1.53
7.14,7.14,9.33,0.33,0.54
6.27,6.27,8.22,2.41,0.35
8.13,8.13,10.72,5.74,3.82
13.79,13.79,18.82,12.35,11.56
23.00,23.00,24.98,17.05,21.79
33.87,33.87,52.02,35.00,28.83
17.91,17.91,60.39,19.74,33.61
6.95,6.95,74.39,15.97,43.79
8.54,8.54,77.42,16.63,48.59
16.92,16.92,72.11,16.91,48.34
19.75,19.75,69.15,37.64,48.96
21.03,21.03,66.71,35.83,51.44
21.54,21.54,65.26,32.61,53.46
24.28,24.28,64.80,35.31,55.22
25.58,25.58,62.76,37.62,54.56
20.52,20.52,63.28,36.70,55.34
27.30,27.30,62.59,32.92,56.55
28.83,28.83,62.37,40.18,56.36
28.48,28.48,59.51,35.99,56.71
28.32,28.32,60.57,37.27,55.68
27.76,27.76,60.17,38.41,55.74
27.25,27.25,59.29,38.40,55.37
25.37,25.37,57.69,36.92,55.36
25.85,25.85,59.36,28.94,57.46
27.20,27.20,57.52,36.88,55.88
32.64,32.64,55.79,36.05,54.91
36.96,36.96,54.52,33.61,52.62
40.02,40.02,53.57,39.36,51.55
37.61,37.61,52.76,37.51,49.16
31.71,31.71,54.18,40.56,47.51
28.09,28.09,52.15,38.29,44.57
26.99,26.99,54.53,25.71,44.31
29.81,29.81,52.33,31.82,40.42
34.05,34.05,51.09,31.74,42.81
35.48,35.48,50.40,34.29,38.20
37.33,37.33,47.30,34.05,41.27
33.83,33.83,46.93,32.71,36.48
37.67,37.67,45.34,28.92,38.35
37.44,37.44,44.74,30.67,34.10
39.46,39.46,44.01,34.39,36.71
38.25,38.25,42.94,34.30,30.98
39.85,39.85,42.24,32.25,29.92
41.01,41.01,43.24,32.61,31.23
44.58,44.58,43.94,29.61,34.16
44.26,44.26,43.76,24.02,34.39
39.81,39.81,40.06,25.34,31.89
40.75,40.75,39.34,31.00,31.99
39.78,39.78,35.11,27.43,31.20
41.11,41.11,36.73,28.29,31.42
43.00,43.00,37.34,26.50,29.68
41.65,41.65,35.42,17.87,23.92
36.60,36.60,33.95,17.81,22.99
36.34,36.34,35.09,26.75,28.31
34.41,34.41,37.84,21.59,31.28
28.37,28.37,41.44,18.12,37.05
24.55,24.55,47.36,29.98,38.61
26.84,26.84,52.35,30.63,36.22
27.25,27.25,50.67,30.01,33.74
30.59,30.59,46.19,20.52,30.82
